品名,最低价,平均价,最高价,规格,单位,发布日期
品名,最低价,平均价,最高价,规格,单位,发布日期
扁豆,2.30,2.90,3.50,冀\鲁聊城,斤,2021-05-19
豇豆,3.50,4.00,4.50,桂\京冀,斤,2021-05-19
白不老,2.50,3.00,3.50,滇|鲁,斤,2021-05-19
锅里变架豆,1.50,1.75,2.00,普通,斤,2021-05-19
油豆,2.50,3.25,4.00,鲁,斤,2021-05-19
毛豆,2.50,2.75,3.00,普通,斤,2021-05-19
豌豆,1.20,1.25,1.30,普通,斤,2021-05-19
蚕豆,1.00,1.10,1.20,普通,斤,2021-05-19
荷兰豆,5.00,5.50,6.00,冀\云,斤,2021-05-19
玉米,1.30,1.45,1.60,\白,斤,2021-05-19
花生,4.50,5.25,6.00,广东\海南,斤,2021-05-19
苦瓜,2.00,2.25,2.50,鲁,斤,2021-05-19
丝瓜,1.40,1.50,1.60,豫\鲁,斤,2021-05-19
丝瓜,3.00,3.50,4.00,短,斤,2021-05-19
瓠子,1.60,1.80,2.00,普通,斤,2021-05-19
西葫芦,1.00,1.25,1.50,滇/鲁,斤,2021-05-19
佛手瓜,2.00,2.15,2.30,普通,斤,2021-05-19
金丝南瓜,0.70,0.85,1.00,琼,斤,2021-05-19
南北瓜,0.90,1.00,1.10,桂,斤,2021-05-19
尖椒,1.20,1.50,1.80,冀晋/鲁新,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
螺丝椒,2.00,2.20,2.40,普通,斤,2021-05-19
柿子椒,1.20,1.40,1.60,\鲁新,斤,2021-05-19
线椒,2.50,2.75,3.00,\鲁琼新,斤,2021-05-19
杭椒,2.50,2.75,3.00,普通,斤,2021-05-19
小米椒,3.00,4.00,5.00,滇,斤,2021-05-19
彩椒,4.50,5.00,5.50,红\黄,斤,2021-05-19
白萝卜,0.25,0.30,0.35,\冀,斤,2021-05-19
心里美,1.50,2.00,2.50,冀/新,斤,2021-05-19
卞萝卜,0.40,0.60,0.80,冀,斤,2021-05-19
青萝卜,1.00,1.25,1.50,冀\鲁新,斤,2021-05-19
胡萝卜,1.00,1.05,1.10,冀/鲁新,斤,2021-05-19
胡萝卜（洗）,0.80,1.00,1.20,冀/闽箱,斤,2021-05-19
小水萝卜,0.80,0.90,1.00,普通,斤,2021-05-19
土豆,0.40,0.55,0.70,\冀云,斤,2021-05-19
新土豆（黄心）,0.70,0.95,1.20,鲁,斤,2021-05-19
黄葱头,0.80,0.95,1.10,\蒙甘,斤,2021-05-19
红葱头,1.20,1.30,1.40,老/新,斤,2021-05-19
山药,1.80,2.25,2.70,脆\麻新,斤,2021-05-19
铁棍山药,5.00,5.50,6.00,普通,斤,2021-05-19
油菜,1.00,1.25,1.50,水菜,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
小白菜,1.50,1.75,2.00,水菜,斤,2021-05-19
油麦菜,1.50,1.75,2.00,水菜,斤,2021-05-19
奶白菜,1.50,1.75,2.00,水菜,斤,2021-05-19
散生菜,2.00,2.25,2.50,水菜,斤,2021-05-19
香葱,3.50,3.75,4.00,水菜,斤,2021-05-19
茼蒿,2.00,2.50,3.00,水菜,斤,2021-05-19
蒿子秆,4.50,4.75,5.00,水菜,斤,2021-05-19
水萝卜,1.50,1.75,2.00,水菜,斤,2021-05-19
樱桃萝卜,2.00,2.25,2.50,水菜,斤,2021-05-19
香芹,1.50,1.75,2.00,水菜,斤,2021-05-19
菠菜,2.50,2.75,3.00,水菜,斤,2021-05-19
苋菜,2.00,2.25,2.50,水菜,斤,2021-05-19
菊花菜,1.00,1.25,1.50,水菜,斤,2021-05-19
青蒜,1.50,1.75,2.00,水菜,斤,2021-05-19
盖菜,1.00,1.25,1.50,水菜,斤,2021-05-19
芥兰,1.50,1.75,2.00,水菜,斤,2021-05-19
菜心,1.50,1.75,2.00,水菜,斤,2021-05-19
空心菜,2.00,2.25,2.50,水菜,斤,2021-05-19
鸡毛菜,2.00,2.25,2.50,水菜,斤,2021-05-19
荠菜,4.00,4.25,4.50,水菜,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
荆芥,2.00,2.25,2.50,水菜,斤,2021-05-19
紫苏叶,4.00,4.50,5.00,水菜,斤,2021-05-19
豌豆苗,3.50,4.00,4.50,水菜,斤,2021-05-19
快菜,0.80,1.00,1.20,水菜,斤,2021-05-19
苦菊,2.00,2.25,2.50,水菜,斤,2021-05-19
穿心莲,2.00,2.25,2.50,水菜,斤,2021-05-19
木耳菜,2.00,2.50,3.00,水菜,斤,2021-05-19
椰青/个,6.00,6.25,6.50,其他类,斤,2021-05-19
箱装菠萝（上六下六）,1.40,1.60,1.80,其他类,斤,2021-05-19
国产凤梨,2.80,2.90,3.00,其他类,斤,2021-05-19
香水菠萝,3.00,3.25,3.50,其他类,斤,2021-05-19
百香果,12.00,12.50,13.00,其他类,斤,2021-05-19
桑葚,3.50,4.00,4.50,其他类,斤,2021-05-19
白草莓（日本淡雪）,12.00,14.00,16.00,其他类,斤,2021-05-19
红颜九九草莓,8.00,10.00,12.00,其他类,斤,2021-05-19
杨梅,10.00,11.00,12.00,其他类,斤,2021-05-19
甜宝(奶油)草莓,4.00,5.50,7.00,其他类,斤,2021-05-19
火龙果,4.00,5.25,6.50,其他类,斤,2021-05-19
木瓜,3.00,3.25,3.50,其他类,斤,2021-05-19
柿饼,6.00,7.00,8.00,其他类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
甘蔗,1.20,1.35,1.50,其他类,斤,2021-05-19
柠檬,3.50,3.75,4.00,其他类,斤,2021-05-19
黑枣,5.00,5.50,6.00,其他类,斤,2021-05-19
山楂,4.00,5.00,6.00,其他类,斤,2021-05-19
姑娘果（灯笼果）,10.00,15.00,20.00,其他类,斤,2021-05-19
鸭梨,1.20,1.35,1.50,梨类,斤,2021-05-19
雪花梨,1.40,1.50,1.60,梨类,斤,2021-05-19
皇冠梨（标箱）,2.50,2.75,3.00,梨类,斤,2021-05-19
丰水梨,2.50,2.75,3.00,梨类,斤,2021-05-19
酥梨,1.50,1.65,1.80,梨类,斤,2021-05-19
库尔勒香梨,3.00,3.75,4.50,梨类,斤,2021-05-19
红香酥梨系列,1.50,1.75,2.00,梨类,斤,2021-05-19
红啤梨,3.00,3.25,3.50,梨类,斤,2021-05-19
蜜梨,2.00,2.25,2.50,梨类,斤,2021-05-19
耙耙柑、丑橘,2.00,2.50,3.00,柑橘类,斤,2021-05-19
鄂、湘、川脐橙,1.20,1.80,2.40,柑橘类,斤,2021-05-19
血橙/二月红/中华红,2.00,2.50,3.00,柑橘类,斤,2021-05-19
沃柑,3.50,4.25,5.00,柑橘类,斤,2021-05-19
金桔,5.00,6.00,7.00,柑橘类,斤,2021-05-19
伦晚,1.80,2.40,3.00,柑橘类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
油桃,4.00,6.50,9.00,桃李杏类,斤,2021-05-19
蟠桃,10.00,12.50,15.00,桃李杏类,斤,2021-05-19
水蜜桃,10.00,12.00,14.00,桃李杏类,斤,2021-05-19
春雪,8.00,9.00,10.00,桃李杏类,斤,2021-05-19
黄油桃,4.00,6.00,8.00,桃李杏类,斤,2021-05-19
黄毛桃,10.00,11.50,13.00,桃李杏类,斤,2021-05-19
猕猴桃（徐香翠香）,2.50,3.00,3.50,桃李杏类,斤,2021-05-19
猕猴桃（海沃德）,2.00,2.25,2.50,桃李杏类,斤,2021-05-19
李子,8.00,10.00,12.00,桃李杏类,斤,2021-05-19
金太阳,2.50,4.75,7.00,桃李杏类,斤,2021-05-19
丰源红,2.90,3.45,4.00,桃李杏类,斤,2021-05-19
凯特杏、白杏,10.00,10.50,11.00,桃李杏类,斤,2021-05-19
无籽小号-大号,1.80,1.90,2.00,西瓜类,斤,2021-05-19
麒麟、甜蜜蜜,2.40,2.70,3.00,西瓜类,斤,2021-05-19
黑美人,1.80,2.00,2.20,西瓜类,斤,2021-05-19
特小风,2.00,2.20,2.40,西瓜类,斤,2021-05-19
L600吊秧瓜,2.60,3.05,3.50,西瓜类,斤,2021-05-19
甜王,1.40,1.65,1.90,西瓜类,斤,2021-05-19
蜜童,3.00,3.25,3.50,西瓜类,斤,2021-05-19
墨童西瓜,3.50,3.60,3.70,西瓜类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
绿宝（p2）,1.80,1.90,2.00,西瓜类,斤,2021-05-19
国产香蕉,2.20,2.60,3.00,香蕉类,斤,2021-05-19
南美、菲律宾香蕉,2.70,3.10,3.50,香蕉类,斤,2021-05-19
泰国香蕉（帝王蕉）,7.00,7.50,8.00,香蕉类,斤,2021-05-19
晓蜜25号,2.00,2.25,2.50,甜瓜类,斤,2021-05-19
黄金瓜／金蜜,2.00,2.10,2.20,甜瓜类,斤,2021-05-19
玉菇,2.00,2.25,2.50,甜瓜类,斤,2021-05-19
网纹,3.00,3.25,3.50,甜瓜类,斤,2021-05-19
长香玉,1.60,1.70,1.80,甜瓜类,斤,2021-05-19
西洲蜜,2.80,2.90,3.00,甜瓜类,斤,2021-05-19
24/白糖罐,2.50,2.75,3.00,甜瓜类,斤,2021-05-19
羊角蜜,2.30,4.15,6.00,甜瓜类,斤,2021-05-19
花蕾甜瓜,3.00,4.00,5.00,甜瓜类,斤,2021-05-19
久红瑞,2.00,2.15,2.30,甜瓜类,斤,2021-05-19
绿宝甜瓜,3.50,4.50,5.50,甜瓜类,斤,2021-05-19
博阳（系列）,2.50,3.50,4.50,甜瓜类,斤,2021-05-19
景甜,3.20,3.75,4.30,甜瓜类,斤,2021-05-19
208甜瓜,2.00,2.15,2.30,甜瓜类,斤,2021-05-19
富士（纸袋Φ70-84）,1.80,2.20,2.60,苹果类,斤,2021-05-19
富士（纸+膜袋）,1.60,1.80,2.00,苹果类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-05-19
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-05-19
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-05-19
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-05-19
国光苹果,1.00,1.50,2.00,苹果类,斤,2021-05-19
辽宁寒富苹果,1.50,1.75,2.00,苹果类,斤,2021-05-19
巨峰葡萄,6.00,9.00,12.00,葡萄类,斤,2021-05-19
红提葡萄,8.00,10.00,12.00,葡萄类,斤,2021-05-19
玫瑰香葡萄,10.00,12.00,14.00,葡萄类,斤,2021-05-19
克伦生,6.00,8.00,10.00,葡萄类,斤,2021-05-19
黑提葡萄、夏黑,10.00,10.50,11.00,葡萄类,斤,2021-05-19
蓝莓葡萄,8.00,9.00,10.00,葡萄类,斤,2021-05-19
乒乓球葡萄,10.00,11.00,12.00,葡萄类,斤,2021-05-19
维多利亚葡萄,9.00,9.50,10.00,葡萄类,斤,2021-05-19
郁金香,10.00,11.00,12.00,葡萄类,斤,2021-05-19
台农小芒果,3.00,4.00,5.00,芒果类,斤,2021-05-19
台农大芒果,4.00,5.00,6.00,芒果类,斤,2021-05-19
红金龙,4.00,5.00,6.00,芒果类,斤,2021-05-19
高乐密,2.50,3.75,5.00,芒果类,斤,2021-05-19
青皮芒果,2.50,3.25,4.00,芒果类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-05-19
肯特\新世纪\澳芒,5.00,6.50,8.00,芒果类,斤,2021-05-19
妃子笑,7.00,8.50,10.00,荔枝类,斤,2021-05-19
红灯,17.00,17.50,18.00,樱桃类,斤,2021-05-19
水晶,25.00,27.50,30.00,樱桃类,斤,2021-05-19
佳红,70.00,105.00,140.00,樱桃类,斤,2021-05-19
美早,20.00,35.00,50.00,樱桃类,斤,2021-05-19
沙蜜托,20.00,22.50,25.00,樱桃类,斤,2021-05-19
羊蝎子,16.00,16.50,17.00,羊肉类,斤,2021-05-19
羊蝎子（精品）,30.00,30.50,31.00,羊肉类,斤,2021-05-19
羊排骨,30.00,30.00,30.00,羊肉类,斤,2021-05-19
羊尾巴油,9.00,9.00,9.00,羊肉类,斤,2021-05-19
羊小腿（羊棒）,24.00,24.50,25.00,羊肉类,斤,2021-05-19
羊上脑,40.00,40.00,40.00,羊肉类,斤,2021-05-19
羊骨头,10.00,10.00,10.00,羊肉类,斤,2021-05-19
羊腩,30.00,30.00,30.00,羊肉类,斤,2021-05-19
羊里脊,40.00,40.00,40.00,羊肉类,斤,2021-05-19
淘汰鸡（干净膛）,11.00,11.00,11.00,禽肉类,斤,2021-05-19
淘汰鸡（净膛）,10.00,10.00,10.00,禽肉类,斤,2021-05-19
仔鸡（净膛）,7.50,7.50,7.50,禽肉类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
肉鸡,6.50,6.50,6.50,禽肉类,斤,2021-05-19
鸡胸,7.50,7.50,7.50,禽肉类,斤,2021-05-19
鸡翅,10.00,10.50,11.00,禽肉类,斤,2021-05-19
鸡翅中,21.00,21.00,21.00,禽肉类,斤,2021-05-19
鸡边腿,7.00,7.00,7.00,禽肉类,斤,2021-05-19
鸡排腿,7.50,7.50,7.50,禽肉类,斤,2021-05-19
鸡琵琶腿,7.50,7.75,8.00,禽肉类,斤,2021-05-19
鸡爪,16.00,16.00,16.00,禽肉类,斤,2021-05-19
鸡头,2.00,2.25,2.50,禽肉类,斤,2021-05-19
鸡翅根,9.00,9.00,9.00,禽肉类,斤,2021-05-19
白条乌鸡（净膛）,13.00,13.00,13.00,禽肉类,斤,2021-05-19
箱鸡蛋,198.00,200.50,203.00,蛋类,斤,2021-05-19
箱鸡蛋,4.50,4.56,4.61,蛋类,斤,2021-05-19
散鸡蛋,4.80,4.80,4.80,蛋类,斤,2021-05-19
生鸭蛋,5.50,6.00,6.50,蛋类,斤,2021-05-19
熟鸭蛋,6.30,6.90,7.50,蛋类,斤,2021-05-19
松花蛋,6.80,7.40,8.00,蛋类,斤,2021-05-19
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-05-19
鹌鹑蛋,6.00,6.50,7.00,蛋类,斤,2021-05-19
柴鸡蛋,4.80,7.40,10.00,蛋类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
乌鸡蛋,7.50,8.00,8.50,蛋类,斤,2021-05-19
鸵鸟蛋,100.00,110.00,120.00,蛋类,斤,2021-05-19
鸽子蛋,2.50,2.55,2.60,蛋类,斤,2021-05-19
北豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-05-19
南豆腐（屉）,2.00,2.00,2.00,豆制品,斤,2021-05-19
白玉北豆腐,4.00,4.00,4.00,豆制品,盒,2021-05-19
香香北豆腐,3.00,3.00,3.00,豆制品,盒,2021-05-19
白玉南豆腐,5.50,5.50,5.50,豆制品,盒,2021-05-19
豆腐丝,5.00,5.00,5.00,豆制品,斤,2021-05-19
精品豆腐丝,6.00,6.00,6.00,豆制品,袋,2021-05-19
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-05-19
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-05-19
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-05-19
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-05-19
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-05-19
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-05-19
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-05-19
白条猪（瘦）,11.50,11.50,11.50,猪肉类,斤,2021-05-19
白条猪（肥）,9.00,9.00,9.00,猪肉类,斤,2021-05-19
前臀尖（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
前臀尖（肥）,9.50,10.25,11.00,猪肉类,斤,2021-05-19
后臀尖（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-05-19
后臀尖（肥）,9.50,10.25,11.00,猪肉类,斤,2021-05-19
五花肉（瘦）,14.00,15.00,16.00,猪肉类,斤,2021-05-19
五花肉（肥）,12.00,13.00,14.00,猪肉类,斤,2021-05-19
纯通脊,12.00,13.00,14.00,猪肉类,斤,2021-05-19
通脊,10.00,11.00,12.00,猪肉类,斤,2021-05-19
纯瘦肉,11.00,11.50,12.00,猪肉类,斤,2021-05-19
前肘,11.00,11.50,12.00,猪肉类,斤,2021-05-19
后肘,9.50,10.25,11.00,猪肉类,斤,2021-05-19
猪尾巴,45.00,45.00,45.00,猪肉类,斤,2021-05-19
猪蹄,18.00,18.00,18.00,猪肉类,斤,2021-05-19
纯排骨,21.00,22.50,24.00,猪肉类,斤,2021-05-19
纯腔骨,9.00,10.50,12.00,猪肉类,斤,2021-05-19
腔排骨,15.00,16.00,17.00,猪肉类,斤,2021-05-19
棒骨,11.00,12.00,13.00,猪肉类,斤,2021-05-19
猪头,15.00,15.00,15.00,猪肉类,斤,2021-05-19
猪耳,27.00,27.00,27.00,猪肉类,斤,2021-05-19
猪肚,19.00,19.50,20.00,猪肉类,斤,2021-05-19
猪板油,12.00,12.50,13.00,猪肉类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
肥膘肉,7.00,8.00,9.00,猪肉类,斤,2021-05-19
猪腰子,21.00,21.50,22.00,猪肉类,斤,2021-05-19
猪心,12.00,12.00,12.00,猪肉类,斤,2021-05-19
猪肝,9.50,9.75,10.00,猪肉类,斤,2021-05-19
猪皮,3.00,4.50,6.00,猪肉类,斤,2021-05-19
猪肠,22.00,22.00,22.00,猪肉类,斤,2021-05-19
整牛,34.25,34.25,34.25,牛肉类,斤,2021-05-19
牛前腱,37.00,37.00,37.00,牛肉类,斤,2021-05-19
牛后腱,37.00,37.00,37.00,牛肉类,斤,2021-05-19
牛前腿,35.00,35.00,35.00,牛肉类,斤,2021-05-19
牛后腿,35.00,35.00,35.00,牛肉类,斤,2021-05-19
牛柳（里脊）,37.00,37.50,38.00,牛肉类,斤,2021-05-19
精牛柳,41.00,42.00,43.00,牛肉类,斤,2021-05-19
牛腩,35.00,35.50,36.00,牛肉类,斤,2021-05-19
牛林,35.00,35.50,36.00,牛肉类,斤,2021-05-19
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-05-19
牛板筋,35.00,35.00,35.00,牛肉类,斤,2021-05-19
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-05-19
牛上脑,35.00,35.00,35.00,牛肉类,斤,2021-05-19
整羊,28.00,29.00,30.00,羊肉类,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
去骨羊前腿,41.00,41.00,41.00,羊肉类,斤,2021-05-19
去骨羊后腿,42.00,42.00,42.00,羊肉类,斤,2021-05-19
羊腰窝,40.00,40.00,40.00,羊肉类,斤,2021-05-19
羊肉片,41.00,42.00,43.00,羊肉类,斤,2021-05-19
羊腰子（挂油）,15.00,15.50,16.00,羊肉类,个,2021-05-19
鲤鱼,12.00,12.50,13.00,750g-1000g,斤,2021-05-19
鲤鱼,12.00,12.50,13.00,>1000g,斤,2021-05-19
草鱼,14.00,14.50,15.00,750g-1000g,斤,2021-05-19
草鱼,14.00,14.50,15.00,>1000g,斤,2021-05-19
鲫鱼,16.00,16.00,16.00,200g-250g,斤,2021-05-19
鲫鱼,17.00,17.00,17.00,350g-400g,斤,2021-05-19
胖头鱼,16.00,16.00,16.00,>2000g,斤,2021-05-19
武昌鱼,12.00,12.00,12.00,700g左右,斤,2021-05-19
鲢鱼,5.00,5.50,6.00,1000-1500g,斤,2021-05-19
嘎鱼,24.00,24.50,25.00,<100g,斤,2021-05-19
淡水鲈鱼,24.00,24.00,24.00,活,斤,2021-05-19
大白菜,0.30,0.35,0.40,储存\新,斤,2021-05-18
娃娃菜,0.50,0.55,0.60,大\小,斤,2021-05-18
小白菜,0.40,0.55,0.70,普通,斤,2021-05-18
芹菜,1.00,1.10,1.20,\冀,斤,2021-05-18
品名,最低价,平均价,最高价,规格,单位,发布日期
西芹,2.00,2.25,2.50,普通,斤,2021-05-18
菠菜,0.80,0.90,1.00,鲁\冀,斤,2021-05-18
莴笋,0.70,1.05,1.40,闽浙/鲁,斤,2021-05-18
团生菜,0.80,1.00,1.20,毛|净,斤,2021-05-18
圆白菜,0.40,0.50,0.60,\冀,斤,2021-05-18
紫甘蓝,1.20,1.35,1.50,闽云,斤,2021-05-18
散叶生菜,2.00,2.25,2.50,\京,斤,2021-05-18
油菜,0.80,1.00,1.20,鲁\京,斤,2021-05-18
香菜,1.00,1.10,1.20,鲁\冀,斤,2021-05-18
茴香,0.80,1.00,1.20,\冀,斤,2021-05-18
韭菜,0.80,0.90,1.00,普通,斤,2021-05-18
韭菜苔,2.80,3.00,3.20,普通,斤,2021-05-18
苦菊,1.50,1.75,2.00,辽,斤,2021-05-18
油麦菜,1.00,1.25,1.50,\京,斤,2021-05-18
散菜花,1.50,1.75,2.00,豫\苏,斤,2021-05-18
绿菜花,1.70,1.95,2.20,冀\ 苏陕,斤,2021-05-18
菜花,1.50,1.65,1.80,/云,斤,2021-05-18
绿豆芽,0.95,0.98,1.00,普通,斤,2021-05-18
黄豆芽,0.85,0.88,0.90,普通,斤,2021-05-18
紫菜苔,3.00,3.25,3.50,普通,斤,2021-05-18
品名,最低价,平均价,最高价,规格,单位,发布日期
番茄,1.00,1.35,1.70,川鲁蒙,斤,2021-05-18
番茄（精品）,1.80,2.00,2.20,\鲁新,斤,2021-05-18
樱西,4.00,4.50,5.00,小红,斤,2021-05-18
黄瓜,0.70,0.85,1.00,蒙辽袋\鲁,斤,2021-05-18
黄瓜(鲜干花),1.50,1.70,1.90,冀,斤,2021-05-18
小黄瓜,2.00,2.75,3.50,旱\荷兰,斤,2021-05-18
茄子,0.70,0.85,1.00,鲁\冀,斤,2021-05-18
长茄,1.00,1.20,1.40,云\冀,斤,2021-05-18
广茄,1.80,2.20,2.60,冀\一路,斤,2021-05-18
线茄,2.50,3.00,3.50,冀,斤,2021-05-18
吊冬瓜,0.55,0.65,0.75,桂,斤,2021-05-18
地冬瓜,0.45,0.48,0.50,普通,斤,2021-05-18
小毛冬瓜,0.60,0.75,0.90,冀\圆鲁新,斤,2021-05-18
架豆,2.00,2.50,3.00,普通,斤,2021-05-18
豆王,2.50,3.00,3.50,普通,斤,2021-05-18
扁豆,2.00,2.50,3.00,冀\鲁聊城,斤,2021-05-18
豇豆,3.50,4.00,4.50,桂\京冀,斤,2021-05-18
白不老,2.50,2.75,3.00,滇|鲁,斤,2021-05-18
锅里变架豆,1.40,1.70,2.00,普通,斤,2021-05-18
油豆,2.50,3.55,4.60,鲁,斤,2021-05-18
品名,最低价,平均价,最高价,规格,单位,发布日期
毛豆,2.50,2.75,3.00,普通,斤,2021-05-18
豌豆,1.20,1.25,1.30,普通,斤,2021-05-18
蚕豆,1.00,1.10,1.20,普通,斤,2021-05-18
荷兰豆,5.00,5.50,6.00,冀\云,斤,2021-05-18
玉米,1.20,1.35,1.50,\白,斤,2021-05-18
花生,4.50,5.25,6.00,广东\海南,斤,2021-05-18
苦瓜,2.00,2.25,2.50,鲁,斤,2021-05-18
丝瓜,1.40,1.50,1.60,豫\鲁,斤,2021-05-18
丝瓜,3.00,3.50,4.00,短,斤,2021-05-18
瓠子,1.20,1.45,1.70,普通,斤,2021-05-18
西葫芦,1.00,1.15,1.30,滇/鲁,斤,2021-05-18
佛手瓜,2.00,2.15,2.30,普通,斤,2021-05-18
金丝南瓜,0.70,0.85,1.00,琼,斤,2021-05-18
南北瓜,0.90,1.00,1.10,桂,斤,2021-05-18
尖椒,1.40,1.70,2.00,冀晋/鲁新,斤,2021-05-18
螺丝椒,2.00,2.15,2.30,普通,斤,2021-05-18
柿子椒,1.30,1.50,1.70,\鲁新,斤,2021-05-18
线椒,2.50,2.75,3.00,\鲁琼新,斤,2021-05-18
杭椒,2.50,2.75,3.00,普通,斤,2021-05-18
小米椒,3.00,4.00,5.00,滇,斤,2021-05-18
品名,最低价,平均价,最高价,规格,单位,发布日期
彩椒,4.50,5.00,5.50,红\黄,斤,2021-05-18
白萝卜,0.25,0.28,0.30,\冀,斤,2021-05-18
心里美,1.50,2.00,2.50,冀/新,斤,2021-05-18
卞萝卜,0.40,0.70,1.00,冀,斤,2021-05-18
青萝卜,1.00,1.25,1.50,冀\鲁新,斤,2021-05-18
胡萝卜,1.00,1.05,1.10,冀/鲁新,斤,2021-05-18
胡萝卜（洗）,0.90,1.10,1.30,冀/闽箱,斤,2021-05-18
小水萝卜,0.80,0.90,1.00,普通,斤,2021-05-18
土豆,0.40,0.55,0.70,\冀云,斤,2021-05-18
新土豆（黄心）,0.80,1.00,1.20,鲁,斤,2021-05-18
黄葱头,0.80,0.95,1.10,\蒙甘,斤,2021-05-18
红葱头,1.20,1.30,1.40,老/新,斤,2021-05-18
山药,1.80,2.25,2.70,脆\麻新,斤,2021-05-18
铁棍山药,5.00,5.50,6.00,普通,斤,2021-05-18
莲藕,2.50,3.35,4.20,\津,斤,2021-05-18
红薯,1.60,1.75,1.90,\冀新,斤,2021-05-18
红薯,2.40,2.50,2.60,西瓜红粤新,斤,2021-05-18
茭白,2.50,3.00,3.50,京\浙,斤,2021-05-18
凉薯,2.30,2.40,2.50,普通,斤,2021-05-18
荸荠,1.60,2.40,3.20,皖,斤,2021-05-18
品名,最低价,平均价,最高价,规格,单位,发布日期
芋头,1.70,1.85,2.00,\鲁,斤,2021-05-18
苇叶,3.40,3.45,3.50,普通,斤,2021-05-18
姜,3.00,4.00,5.00,姜头\整,斤,2021-05-18
大蒜,2.50,2.75,3.00,普通,斤,2021-05-18
新蒜,1.60,1.80,2.00,普通,斤,2021-05-18
蒜米,3.40,3.60,3.80,普通,斤,2021-05-18
大葱,3.00,3.50,4.00,鲁、冀、闽,斤,2021-05-18
小葱,1.20,1.50,1.80,普通,斤,2021-05-18
蒜苗,2.00,3.40,4.80,苏鲁,斤,2021-05-18
蒜黄,4.50,4.75,5.00,\冀,斤,2021-05-18
青蒜,1.60,1.90,2.20,冀,斤,2021-05-18
平菇,2.00,2.50,3.00,\小叶,斤,2021-05-18
香菇,3.00,3.50,4.00,普通,斤,2021-05-18
白玉菇,4.00,4.50,5.00,普通,斤,2021-05-18
口蘑,7.00,7.50,8.00,普通,斤,2021-05-18
杏鲍菇,2.50,2.75,3.00,普通,斤,2021-05-18
金针菇,1.50,2.00,2.50,普通,斤,2021-05-18
油菜,1.20,1.35,1.50,水菜,斤,2021-05-18
小白菜,1.50,1.75,2.00,水菜,斤,2021-05-18
油麦菜,2.00,2.50,3.00,水菜,斤,2021-05-18
品名,最低价,平均价,最高价,规格,单位,发布日期
奶白菜,1.40,1.50,1.60,水菜,斤,2021-05-18
散生菜,2.00,2.25,2.50,水菜,斤,2021-05-18
香葱,3.50,4.00,4.50,水菜,斤,2021-05-18
茼蒿,2.00,2.25,2.50,水菜,斤,2021-05-18
蒿子秆,3.50,3.75,4.00,水菜,斤,2021-05-18
水萝卜,1.50,1.75,2.00,水菜,斤,2021-05-18
樱桃萝卜,2.00,2.25,2.50,水菜,斤,2021-05-18
香芹,1.50,1.75,2.00,水菜,斤,2021-05-18
菠菜,3.00,3.25,3.50,水菜,斤,2021-05-18
苋菜,2.00,2.50,3.00,水菜,斤,2021-05-18
菊花菜,1.50,1.75,2.00,水菜,斤,2021-05-18
青蒜,1.50,1.75,2.00,水菜,斤,2021-05-18
盖菜,0.80,0.90,1.00,水菜,斤,2021-05-18
芥兰,1.50,1.75,2.00,水菜,斤,2021-05-18
菜心,1.50,1.75,2.00,水菜,斤,2021-05-18
空心菜,2.00,2.25,2.50,水菜,斤,2021-05-18
鸡毛菜,2.00,2.25,2.50,水菜,斤,2021-05-18
荠菜,4.00,4.50,5.00,水菜,斤,2021-05-18
